3.78	-89.686	36.605	1987	6	13	21	17	12.8	2.47	0.79732	0.053923	-2.059	0.077593	215	206.62	0.0020201	5.7409	1.5924	0.066577	6.1215	0.18085	19.915	1.0641	1.2722	0.88998
3.78	-88.47	37.7	1984	6	29	7	58	29.3	2.32	NaN	NaN	NaN	NaN	4	NaN	3.1042e-05	0.077808	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.78	-96.293	45.674	1993	6	5	1	24	53	2.5	NaN	NaN	NaN	NaN	0	NaN	1.2295e-06	0.051502	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.77	-74.421	45.978	1997	5	24	18	52	6.3	1.17	0.98162	0.0015526	-1.2301	0.0025835	29	234.22	4.2193e-05	0.068581	0.45932	0.020163	1.7934	0.043116	2.7172	0.92074	0.92623	0.91527
3.77	-76.37	47.01	2003	10	12	8	26	7	1.47	0.9166	0.11925	-1.995	0.21683	65	143.05	0.00011088	0.29359	0.84941	0.027205	3.1391	0.056082	1.0189	0.90922	1.4979	0.55188
3.77	-70.46	47.38	2006	4	7	8	31	40	1.17	0.84492	0.0017758	-2.5387	0.0017875	175	81.799	0.00014629	0.25736	0.91773	0.023748	3.314	0.041621	3.3965	0.70365	0.70655	0.70076
3.77	-74.609	45.598	2012	11	6	9	5	27.8	1.67	0.98924	0.072582	-1.0761	0.14427	10	209.15	0.00018225	0.337	0.6482	0.060063	2.0718	0.13896	3.0568	1.9281	2.6878	1.3831
3.77	-72.556	47.579	1990	12	31	3	53	58.3	1.77	NaN	NaN	NaN	NaN	1	NaN	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN
3.75	-67.05	49.77	1977	8	8	23	8	40	2.27	0.94711	0.032213	-0.82054	0.093174	10	4301.2	6.4569e-05	0.13258	0.75538	0.085081	2.7213	0.23715	8.8914	1.9835	2.4581	1.6005
3.75	-87.997	32.908	2015	2	19	18	19	9.4	2.44	0.85798	0.030994	-1.4335	0.032453	17	1941.2	0.00021257	0.46558	1.1225	0.13627	3.9309	0.38678	23.118	1.0888	1.1733	1.0104
3.74	-71.7	43.2	1977	12	25	15	35	0	1.67	NaN	NaN	NaN	NaN	8	NaN	9.9423e-05	0.22485	NaN	NaN	NaN	NaN	3.6394	NaN	NaN	NaN
3.74	-89.68	36.54	1975	6	13	22	40	27	2.25	0.87676	0.016028	-4.8319	0.016312	47	22.907	0.0015504	4.3649	3.1632	0.19464	9.0817	0.47955	18.197	0.76077	0.78988	0.73272
3.74	-75.23	43.56	1980	6	6	13	15	0	2.65	NaN	NaN	NaN	NaN	2	NaN	3.3411e-05	0.081859	NaN	NaN	NaN	NaN	3.6394	NaN	NaN	NaN
